,bike,walk,motorcycle,car,truck,bus,one.party,,
car,0,0.000678234,0.000115916,0.003738285,0.001072221,0,0.00718678,highway fatal,
truck,2.73494E-05,0.000165423,0.000347747,0.001680779,0.000753453,0,0.001854653,highway fatal,
bus,0,0,0,5.79579E-05,0,0,5.79579E-05,highway fatal,
bike,9.67934E-05,1.56121E-05,0,0.001367472,0.000533314,2.73494E-05,0.000593666,local serious,
walk,0,0.000103873,1.65423E-05,0.002812191,0.000661692,0,0,local serious,
motorcycle,0.000136747,0.000231592,0.00139099,0.010403443,0.001825674,5.79579E-05,0.021154634,local serious,
car,0.003322958,0.006749259,0.007302696,0.03010913,0.007882275,5.79579E-05,0.047003858,local serious,
truck,0.001367472,0.001290299,0.00304279,0.010374464,0.003245642,0,0.012287075,local serious,
bus,5.46989E-05,0,5.79579E-05,8.69369E-05,0.000608558,0,0,local serious,
bike,0,0,0,0.000109398,8.20483E-05,0,0.000141964,arterial serious,
walk,0,9.44298E-06,0,0.000380473,0.000115796,0,0,arterial serious,
motorcycle,0,0,0.000463663,0.001419969,0.000405705,0,0.006433327,arterial serious,
car,0.000164097,0.000578981,0.002115463,0.011388728,0.003767264,0,0.016344128,arterial serious,
truck,0.000109398,9.92538E-05,0.001072221,0.004897443,0.002173421,5.79579E-05,0.00469459,arterial serious,
bus,0,0,0,0,5.79579E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000347388,4.96269E-05,0,0,highway serious,
motorcycle,5.46989E-05,3.30846E-05,2.8979E-05,0.001564863,0.000405705,0,0.004868464,highway serious,
car,0.000136747,0.000281219,0.002550148,0.012200138,0.002173421,0,0.020227308,highway serious,
truck,2.73494E-05,8.27115E-05,0.0005506,0.005361106,0.001130179,0,0.004578674,highway serious,
bus,0,0,0,5.79579E-05,0,0,0.000115916,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000163817,2.09128E-05,0,1.14841E-05,local fatal,zcta127
walk,0,2.87619E-06,2.20639E-06,7.28108E-05,5.51597E-05,0,0,local fatal,
motorcycle,6.97095E-06,0,4.23142E-05,0.000338514,0.000143868,1.69257E-05,0.001083244,local fatal,
car,0.000153361,0.000430246,0.000490845,0.001616403,0.000490845,0,0.004366828,local fatal,
truck,7.66804E-05,9.92874E-05,0.000245422,0.00092245,0.000194645,0,0.001066318,local fatal,
bus,6.97095E-06,0,0,1.69257E-05,6.77028E-05,0,1.69257E-05,local fatal,
bike,0,0,0,1.39419E-05,0,0,0,arterial fatal,
walk,0,5.75238E-07,0,1.10319E-05,4.41277E-06,0,0,arterial fatal,
motorcycle,0,0,1.69257E-05,0.000152331,9.30913E-05,0,0.000507771,arterial fatal,
car,2.78838E-05,9.48747E-05,0.000152331,0.001227112,0.000448531,0,0.00172642,arterial fatal,
truck,6.97095E-06,3.30958E-05,0.000194645,0.000795507,0.00023696,0,0.000406217,arterial fatal,
bus,0,0,0,3.38514E-05,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,2.42703E-05,1.10319E-05,0,0,highway fatal,
motorcycle,0,0,0,9.30913E-05,1.69257E-05,0,0.000270811,highway fatal,
car,0,9.04619E-05,3.38514E-05,0.001091707,0.000313125,0,0.002098785,highway fatal,
truck,6.97095E-06,2.20639E-05,0.000101554,0.000490845,0.000220034,0,0.000541622,highway fatal,
bus,0,0,0,1.69257E-05,0,0,1.69257E-05,highway fatal,
bike,2.15327E-05,1.81743E-06,0,0.000348547,0.000135933,6.97095E-06,0.000132067,local serious,
walk,0,6.32761E-06,2.20639E-06,0.000375086,8.82555E-05,0,0,local serious,
motorcycle,3.48547E-05,3.08894E-05,0.000406217,0.003038161,0.000533159,1.69257E-05,0.006177877,local serious,
car,0.00084697,0.000900206,0.002132637,0.008792896,0.002301894,1.69257E-05,0.013726734,local serious,
truck,0.000348547,0.000172098,0.000888599,0.003029698,0.000947839,0,0.003588246,local serious,
bus,1.39419E-05,0,1.69257E-05,2.53885E-05,0.00017772,0,0,local serious,
bike,0,0,0,2.78838E-05,2.09128E-05,0,3.15813E-05,arterial serious,
walk,0,5.75238E-07,0,5.07469E-05,1.54447E-05,0,0,arterial serious,
motorcycle,0,0,0.000135406,0.000414679,0.00011848,0,0.001878752,arterial serious,
car,4.18257E-05,7.72236E-05,0.000617788,0.003325898,0.00110017,0,0.004773044,arterial serious,
truck,2.78838E-05,1.32383E-05,0.000313125,0.001430221,0.000634713,1.69257E-05,0.001370981,arterial serious,
bus,0,0,0,0,1.69257E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,4.63341E-05,6.61916E-06,0,0,highway serious,
motorcycle,1.39419E-05,4.41277E-06,8.46285E-06,0.000456994,0.00011848,0,0.001421758,highway serious,
car,3.48547E-05,3.75086E-05,0.00074473,0.003562858,0.000634713,0,0.005907066,highway serious,
truck,6.97095E-06,1.10319E-05,0.000160794,0.001565626,0.000330051,0,0.001337129,highway serious,
bus,0,0,0,1.69257E-05,0,0,3.38514E-05,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.001226876,0.000156622,0,4.74411E-05,local fatal,zcta128
walk,0,5.72408E-05,3.62693E-05,0.001196885,0.000906731,0,0,local fatal,
motorcycle,5.22075E-05,0,0.000574528,0.004596224,0.001953395,0.000229811,0.014707916,local fatal,
car,0.001148565,0.007072504,0.006664525,0.021946969,0.006664525,0,0.059291287,local fatal,
truck,0.000574282,0.001632116,0.003332262,0.01252471,0.002642829,0,0.014478105,local fatal,
bus,5.22075E-05,0,0,0.000229811,0.000919245,0,0.000229811,local fatal,
bike,0,0,0,0.000104415,0,0,0,arterial fatal,
walk,0,1.14482E-05,0,0.000181346,7.25385E-05,0,0,arterial fatal,
motorcycle,0,0,0.000229811,0.002068301,0.001263962,0,0.006894336,arterial fatal,
car,0.00020883,0.001559578,0.002068301,0.016661311,0.006089997,0,0.023440741,arterial fatal,
truck,5.22075E-05,0.000544039,0.002642829,0.010801126,0.003217357,0,0.005515469,arterial fatal,
bus,0,0,0,0.000459622,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000398962,0.000181346,0,0,highway fatal,
motorcycle,0,0,0,0.001263962,0.000229811,0,0.003676979,highway fatal,
car,0,0.001487039,0.000459622,0.014822822,0.004251507,0,0.028496588,highway fatal,
truck,5.22075E-05,0.000362693,0.001378867,0.006664525,0.002987545,0,0.007353958,highway fatal,
bus,0,0,0,0.000229811,0,0,0.000229811,highway fatal,
bike,8.8952E-05,1.6479E-05,0,0.002610375,0.001018046,5.22075E-05,0.000545572,local serious,
walk,0,0.00012593,3.62693E-05,0.006165773,0.00145077,0,0,local serious,
motorcycle,0.000261037,0.00050777,0.005515469,0.041251109,0.007239053,0.000229811,0.083881085,local serious,
car,0.00634321,0.014797855,0.02895621,0.119386914,0.031254322,0.000229811,0.186376876,local serious,
truck,0.002610375,0.002829002,0.012065088,0.041136203,0.012869427,0,0.048719972,local serious,
bus,0.000104415,0,0.000229811,0.000344717,0.002413017,0,0,local serious,
bike,0,0,0,0.00020883,0.000156622,0,0.000130463,arterial serious,
walk,0,1.14482E-05,0,0.000834193,0.000253885,0,0,arterial serious,
motorcycle,0,0,0.00183849,0.005630374,0.001608678,0,0.025509042,arterial serious,
car,0.000313245,0.001269424,0.008388108,0.045157899,0.014937727,0,0.064806756,arterial serious,
truck,0.00020883,0.000217616,0.004251507,0.019419046,0.00861792,0.000229811,0.018614706,arterial serious,
bus,0,0,0,0,0.000229811,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000761654,0.000108808,0,0,highway serious,
motorcycle,0.000104415,7.25385E-05,0.000114906,0.006204902,0.001608678,0,0.01930414,highway serious,
car,0.000261037,0.000616577,0.010111692,0.048375256,0.00861792,0,0.080204106,highway serious,
truck,5.22075E-05,0.000181346,0.002183206,0.021257535,0.004481318,0,0.018155084,highway serious,
bus,0,0,0,0.000229811,0,0,0.000459622,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000572084,7.3032E-05,0,4.07254E-05,local fatal,zcta129
walk,0,5.83382E-06,5.82727E-06,0.0001923,0.000145682,0,0,local fatal,
motorcycle,2.4344E-05,0,0.000145518,0.001164147,0.000494762,5.82073E-05,0.00372527,local fatal,
car,0.000535568,0.001136318,0.001688013,0.005558801,0.001688013,0,0.015017494,local fatal,
truck,0.000267784,0.000262227,0.000844006,0.0031723,0.000669384,0,0.003667063,local fatal,
bus,2.4344E-05,0,0,5.82073E-05,0.000232829,0,5.82073E-05,local fatal,
bike,0,0,0,4.8688E-05,0,0,0,arterial fatal,
walk,0,1.16676E-06,0,2.91364E-05,1.16545E-05,0,0,arterial fatal,
motorcycle,0,0,5.82073E-05,0.000523866,0.00032014,0,0.00174622,arterial fatal,
car,9.73759E-05,0.000250573,0.000523866,0.004220032,0.001542495,0,0.005937149,arterial fatal,
truck,2.4344E-05,8.74091E-05,0.000669384,0.002735745,0.000814903,0,0.001396976,arterial fatal,
bus,0,0,0,0.000116415,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,6.41E-05,2.91364E-05,0,0,highway fatal,
motorcycle,0,0,0,0.00032014,5.82073E-05,0,0.000931317,highway fatal,
car,0,0.000238918,0.000116415,0.003754374,0.001076836,0,0.00721771,highway fatal,
truck,2.4344E-05,5.82727E-05,0.000349244,0.001688013,0.000756695,0,0.001862635,highway fatal,
bus,0,0,0,5.82073E-05,0,0,5.82073E-05,highway fatal,
bike,7.63602E-05,4.87427E-06,0,0.001217199,0.000474708,2.4344E-05,0.000468342,local serious,
walk,0,1.28344E-05,5.82727E-06,0.000990636,0.000233091,0,0,local serious,
motorcycle,0.00012172,8.15818E-05,0.001396976,0.010448218,0.001833531,5.82073E-05,0.02124568,local serious,
car,0.002957794,0.002377527,0.007334125,0.030238714,0.007916198,5.82073E-05,0.047206154,local serious,
truck,0.001217199,0.000454527,0.003055885,0.010419114,0.003259611,0,0.012339956,local serious,
bus,4.8688E-05,0,5.82073E-05,8.7311E-05,0.000611177,0,0,local serious,
bike,0,0,0,9.73759E-05,7.3032E-05,0,0.000111995,arterial serious,
walk,0,1.16676E-06,0,0.000134027,4.07909E-05,0,0,arterial serious,
motorcycle,0,0,0.000465659,0.00142608,0.000407451,0,0.006461015,arterial serious,
car,0.000146064,0.000203955,0.002124568,0.011437743,0.003783477,0,0.01641447,arterial serious,
truck,9.73759E-05,3.49636E-05,0.001076836,0.00491852,0.002182775,5.82073E-05,0.004714795,arterial serious,
bus,0,0,0,0,5.82073E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000122373,1.74818E-05,0,0,highway serious,
motorcycle,4.8688E-05,1.16545E-05,2.91037E-05,0.001571598,0.000407451,0,0.004889417,highway serious,
car,0.00012172,9.90636E-05,0.002561123,0.012252645,0.002182775,0,0.020314362,highway serious,
truck,2.4344E-05,2.91364E-05,0.00055297,0.005384179,0.001135043,0,0.00459838,highway serious,
bus,0,0,0,5.82073E-05,0,0,0.000116415,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.0004285,5.47021E-05,0,2.12644E-05,local fatal,zcta130
walk,0,2.75188E-06,4.1486E-06,0.000136904,0.000103715,0,0,local fatal,
motorcycle,1.8234E-05,0,0.000156355,0.001250844,0.000531609,6.25422E-05,0.0040027,local fatal,
car,0.000401149,0.000808977,0.001813724,0.005972779,0.001813724,0,0.016135885,local fatal,
truck,0.000200575,0.000186687,0.000906862,0.003408549,0.000719235,0,0.003940158,local fatal,
bus,1.8234E-05,0,0,6.25422E-05,0.000250169,0,6.25422E-05,local fatal,
bike,0,0,0,3.64681E-05,0,0,0,arterial fatal,
walk,0,5.50376E-07,0,2.0743E-05,8.2972E-06,0,0,arterial fatal,
motorcycle,0,0,6.25422E-05,0.00056288,0.000343982,0,0.001876266,arterial fatal,
car,7.29362E-05,0.00017839,0.00056288,0.004534309,0.001657368,0,0.006379303,arterial fatal,
truck,1.8234E-05,6.2229E-05,0.000719235,0.002939483,0.000875591,0,0.001501013,arterial fatal,
bus,0,0,0,0.000125084,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,4.56346E-05,2.0743E-05,0,0,highway fatal,
motorcycle,0,0,0,0.000343982,6.25422E-05,0,0.001000675,highway fatal,
car,0,0.000170093,0.000125084,0.004033971,0.001157031,0,0.007755232,highway fatal,
truck,1.8234E-05,4.1486E-05,0.000375253,0.001813724,0.000813048,0,0.00200135,highway fatal,
bus,0,0,0,6.25422E-05,0,0,6.25422E-05,highway fatal,
bike,3.98707E-05,2.41903E-06,0,0.000911702,0.000355564,1.8234E-05,0.000244541,local serious,
walk,0,6.05414E-06,4.1486E-06,0.000705262,0.000165944,0,0,local serious,
motorcycle,9.11702E-05,5.80804E-05,0.001501013,0.011226323,0.001970079,6.25422E-05,0.0228279,local serious,
car,0.002215437,0.001692628,0.007880316,0.032490668,0.008505738,6.25422E-05,0.050721716,local serious,
truck,0.000911702,0.000323591,0.003283465,0.011195052,0.003502363,0,0.013258944,local serious,
bus,3.64681E-05,0,6.25422E-05,9.38133E-05,0.000656693,0,0,local serious,
bike,0,0,0,7.29362E-05,5.47021E-05,0,5.84771E-05,arterial serious,
walk,0,5.50376E-07,0,9.54178E-05,2.90402E-05,0,0,arterial serious,
motorcycle,0,0,0.000500338,0.001532284,0.000437795,0,0.006942183,arterial serious,
car,0.000109404,0.000145201,0.00228279,0.01228954,0.004065242,0,0.017636898,arterial serious,
truck,7.29362E-05,2.48916E-05,0.001157031,0.005284815,0.002345332,6.25422E-05,0.005065917,arterial serious,
bus,0,0,0,0,6.25422E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,8.71206E-05,1.24458E-05,0,0,highway serious,
motorcycle,3.64681E-05,8.2972E-06,3.12711E-05,0.001688639,0.000437795,0,0.005253544,highway serious,
car,9.11702E-05,7.05262E-05,0.002751856,0.013165131,0.002345332,0,0.021827224,highway serious,
truck,1.8234E-05,2.0743E-05,0.000594151,0.005785153,0.001219573,0,0.004940833,highway serious,
bus,0,0,0,6.25422E-05,0,0,0.000125084,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000588715,7.51551E-05,0,2.87103E-05,local fatal,zcta131
walk,0,1.04846E-05,9.57468E-06,0.000315964,0.000239367,0,0,local fatal,
motorcycle,2.50517E-05,0,0.000218593,0.001748747,0.000743217,8.74373E-05,0.005595989,local fatal,
car,0.000551137,0.001867062,0.002535683,0.008350265,0.002535683,0,0.022558832,local fatal,
truck,0.000275569,0.00043086,0.001267841,0.004765335,0.001005529,0,0.005508552,local fatal,
bus,2.50517E-05,0,0,8.74373E-05,0.000349749,0,8.74373E-05,local fatal,
bike,0,0,0,5.01034E-05,0,0,0,arterial fatal,
walk,0,2.09692E-06,0,4.78734E-05,1.91493E-05,0,0,arterial fatal,
motorcycle,0,0,8.74373E-05,0.000786936,0.000480905,0,0.00262312,arterial fatal,
car,0.000100207,0.000411711,0.000786936,0.006339207,0.002317089,0,0.008918608,arterial fatal,
truck,2.50517E-05,0.00014362,0.001005529,0.004109555,0.001224123,0,0.002098496,arterial fatal,
bus,0,0,0,0.000174875,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000105321,4.78734E-05,0,0,highway fatal,
motorcycle,0,0,0,0.000480905,8.74373E-05,0,0.001398997,highway fatal,
car,0,0.000392562,0.000174875,0.005639708,0.001617591,0,0.010842229,highway fatal,
truck,2.50517E-05,9.57467E-05,0.000524624,0.002535683,0.001136685,0,0.002797995,highway fatal,
bus,0,0,0,8.74373E-05,0,0,8.74373E-05,highway fatal,
bike,5.38317E-05,5.48648E-06,0,0.001252584,0.000488508,2.50517E-05,0.000330168,local serious,
walk,0,2.30661E-05,9.57468E-06,0.001627695,0.000382987,0,0,local serious,
motorcycle,0.000125258,0.000134045,0.002098496,0.015695001,0.002754276,8.74373E-05,0.031914626,local serious,
car,0.00304378,0.003906467,0.011017104,0.045423694,0.011891477,8.74373E-05,0.070911677,local serious,
truck,0.001252584,0.000746825,0.00459046,0.015651283,0.004896491,0,0.018536715,local serious,
bus,5.01034E-05,0,8.74373E-05,0.000131156,0.000918092,0,0,local serious,
bike,0,0,0,0.000100207,7.51551E-05,0,7.89532E-05,arterial serious,
walk,0,2.09692E-06,0,0.000220218,6.70227E-05,0,0,arterial serious,
motorcycle,0,0,0.000699499,0.002142215,0.000612061,0,0.009705544,arterial serious,
car,0.00015031,0.000335114,0.003191463,0.017181436,0.005683427,0,0.024657328,arterial serious,
truck,0.000100207,5.7448E-05,0.001617591,0.007388455,0.0032789,8.74373E-05,0.007082424,arterial serious,
bus,0,0,0,0,8.74373E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000201068,2.8724E-05,0,0,highway serious,
motorcycle,5.01034E-05,1.91493E-05,4.37187E-05,0.002360808,0.000612061,0,0.007344736,highway serious,
car,0.000125258,0.000162769,0.003847243,0.018405559,0.0032789,0,0.030515629,highway serious,
truck,2.50517E-05,4.78734E-05,0.000830655,0.008087953,0.001705028,0,0.006907549,highway serious,
bus,0,0,0,8.74373E-05,0,0,0.000174875,highway serious,
 ,,,,,,,,,
bike,0,0,0,0,0,0,0,local fatal,zcta132
walk,0,0,0,0,0,0,0,local fatal,
motorcycle,0,0,6.67379E-06,5.33903E-05,2.26909E-05,2.66951E-06,0.000170849,local fatal,
car,0,0,7.74159E-05,0.000254939,7.74159E-05,0,0.000688735,local fatal,
truck,0,0,3.8708E-05,0.000145489,3.06994E-05,0,0.000168179,local fatal,
bus,0,0,0,2.66951E-06,1.06781E-05,0,2.66951E-06,local fatal,
bike,0,0,0,0,0,0,0,arterial fatal,
walk,0,0,0,0,0,0,0,arterial fatal,
motorcycle,0,0,2.66951E-06,2.40256E-05,1.46823E-05,0,8.00854E-05,arterial fatal,
car,0,0,2.40256E-05,0.00019354,7.07421E-05,0,0.00027229,arterial fatal,
truck,0,0,3.06994E-05,0.000125467,3.73732E-05,0,6.40683E-05,arterial fatal,
bus,0,0,0,5.33903E-06,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0,0,0,0,highway fatal,
motorcycle,0,0,0,1.46823E-05,2.66951E-06,0,4.27122E-05,highway fatal,
car,0,0,5.33903E-06,0.000172184,4.9386E-05,0,0.00033102,highway fatal,
truck,0,0,1.60171E-05,7.74159E-05,3.47037E-05,0,8.54245E-05,highway fatal,
bus,0,0,0,2.66951E-06,0,0,2.66951E-06,highway fatal,
bike,0,0,0,0,0,0,0,local serious,
walk,0,0,0,0,0,0,0,local serious,
motorcycle,0,0,6.40683E-05,0.000479178,8.40897E-05,2.66951E-06,0.000974373,local serious,
car,0,0,0.000336359,0.001386813,0.000363054,2.66951E-06,0.002164976,local serious,
truck,0,0,0.000140149,0.000477843,0.000149493,0,0.000565937,local serious,
bus,0,0,2.66951E-06,4.00427E-06,2.80299E-05,0,0,local serious,
bike,0,0,0,0,0,0,0,arterial serious,
walk,0,0,0,0,0,0,0,arterial serious,
motorcycle,0,0,2.13561E-05,6.54031E-05,1.86866E-05,0,0.000296316,arterial serious,
car,0,0,9.74373E-05,0.00052456,0.000173518,0,0.000752803,arterial serious,
truck,0,0,4.9386E-05,0.000225574,0.000100107,2.66951E-06,0.000216231,arterial serious,
bus,0,0,0,0,2.66951E-06,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0,0,0,0,highway serious,
motorcycle,0,0,1.33476E-06,7.20769E-05,1.86866E-05,0,0.000224239,highway serious,
car,0,0,0.000117459,0.000561933,0.000100107,0,0.00093166,highway serious,
truck,0,0,2.53604E-05,0.00024693,5.20555E-05,0,0.000210892,highway serious,
bus,0,0,0,2.66951E-06,0,0,5.33903E-06,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000264741,3.37967E-05,0,8.96158E-06,local fatal,zcta133
walk,0,4.29499E-06,4.93256E-06,0.000162774,0.000123314,0,0,local fatal,
motorcycle,1.12656E-05,0,0.000141619,0.001132953,0.000481505,5.66477E-05,0.003625451,local fatal,
car,0.000247843,0.000961849,0.001642782,0.005409852,0.001642782,0,0.014615098,local fatal,
truck,0.000123921,0.000221965,0.000821391,0.003087298,0.000651448,0,0.003568803,local fatal,
bus,1.12656E-05,0,0,5.66477E-05,0.000226591,0,5.66477E-05,local fatal,
bike,0,0,0,2.25312E-05,0,0,0,arterial fatal,
walk,0,8.58999E-07,0,2.46628E-05,9.86512E-06,0,0,arterial fatal,
motorcycle,0,0,5.66477E-05,0.000509829,0.000311562,0,0.00169943,arterial fatal,
car,4.50623E-05,0.0002121,0.000509829,0.004106956,0.001501163,0,0.005778062,arterial fatal,
truck,1.12656E-05,7.39884E-05,0.000651448,0.00266244,0.000793067,0,0.001359544,arterial fatal,
